,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
34,0.6276019349120487,0.6231813396803134,0.6531148198812925,0.6628049411120146,0.6713332478074513,0.6701505704193363,0.6796644477686722,0.7019863068211052,0.7011981425624871,0.7049443076705696,0.7163223399621603,0.7274688707753321
35,0.6515947824955347,0.6320253630180966,0.683063413334898,0.6917821270662009,0.700320255278257,0.6987534873654367,0.7075514283850728,0.7288258346466948,0.728718774162787,0.7264402225459324,0.7365690032927825,0.7468952332789097
36,0.615160328184323,0.6064407587587063,0.6375193117283438,0.6461311590331708,0.6542217840207685,0.6505677186858785,0.6600015608601875,0.6818497390325203,0.6807849802046986,0.7003759457925334,0.7097689978765698,0.7237310503152229
37,0.6214521423631824,0.6200110378816069,0.6443524472349487,0.6539895294976129,0.6631395667974296,0.6620821396206484,0.6704010841527352,0.6915447291494132,0.6912571110714554,0.6991660218978315,0.7109040686847679,0.7212906997323697
38,0.6457420882172229,0.6349725442157717,0.6668079704965781,0.677500822475111,0.6852378677501808,0.684555054229273,0.6928614619154563,0.7157240225207229,0.7136581495531108,0.7100969153457346,0.7223507856277719,0.7310239854120381
39,0.6459750607836026,0.6280152299750478,0.7236283402646868,0.7279530883195712,0.7371672958111645,0.7343115075754917,0.7445168886583634,0.7662768470748811,0.7692103914218634,0.7338847059041742,0.7450308414930327,0.7596159671605663
1100,,,,,,,,,,,,
2100,,,,,,,,,,,,
2200,,,,,,,,,,,,
2300,,,,,,,,,,,,
2400,,,,,,,,,,,,
2500,,,,,,,,,,,,
2600,,,,,,,,,,,,
3101,,,,,,,,,,,,
3102,,,,,,,,,,,,
3103,,,,,,,,,,,,
3104,,,,,,,,,,,,
3105,,,,,,,,,,,,
3106,,,,,,,,,,,,
3107,,,,,,,,,,,,
3108,,,,,,,,,,,,
3109,,,,,,,,,,,,
3110,,,,,,,,,,,,
3111,,,,,,,,,,,,
3112,,,,,,,,,,,,
3113,,,,,,,,,,,,
3114,,,,,,,,,,,,
3115,,,,,,,,,,,,
3116,,,,,,,,,,,,
3117,,,,,,,,,,,,
3118,,,,,,,,,,,,
3119,,,,,,,,,,,,
3120,,,,,,,,,,,,
3121,,,,,,,,,,,,
3122,,,,,,,,,,,,
3123,,,,,,,,,,,,
3124,,,,,,,,,,,,
3125,,,,,,,,,,,,
3126,,,,,,,,,,,,
3127,,,,,,,,,,,,
3128,,,,,,,,,,,,
3132,,,,,,,,,,,,
3135,,,,,,,,,,,,
3137,,,,,,,,,,,,
3138,,,,,,,,,,,,
3201,,,,,,,,,,,,
3202,,,,,,,,,,,,
3203,,,,,,,,,,,,
3204,,,,,,,,,,,,
3205,,,,,,,,,,,,
3206,,,,,,,,,,,,
3207,,,,,,,,,,,,
3231,,,,,,,,,,,,
3232,,,,,,,,,,,,
3233,,,,,,,,,,,,
3234,,,,,,,,,,,,
3235,,,,,,,,,,,,
3236,,,,,,,,,,,,
3237,,,,,,,,,,,,
3238,,,,,,,,,,,,
3239,,,,,,,,,,,,
3240,,,,,,,,,,,,
3241,,,,,,,,,,,,
3301,,,,,,,,,,,,
3302,,,,,,,,,,,,
3303,,,,,,,,,,,,
3304,,,,,,,,,,,,
3331,,,,,,,,,,,,
3332,,,,,,,,,,,,
3333,,,,,,,,,,,,
3334,,,,,,,,,,,,
3335,,,,,,,,,,,,
3336,,,,,,,,,,,,
3337,,,,,,,,,,,,
3338,,,,,,,,,,,,
3339,,,,,,,,,,,,
3401,,,,,,,,,,,,
3402,,,,,,,,,,,,
3403,,,,,,,,,,,,
3404,,,,,,,,,,,,
3405,,,,,,,,,,,,
3406,,,,,,,,,,,,
3407,,,,,,,,,,,,
3408,,,,,,,,,,,,
3431,,,,,,,,,,,,
3432,,,,,,,,,,,,
3433,,,,,,,,,,,,
3434,,,,,,,,,,,,
3435,,,,,,,,,,,,
3436,,,,,,,,,,,,
3437,,,,,,,,,,,,
3438,,,,,,,,,,,,
3439,,,,,,,,,,,,
3501,,,,,,,,,,,,
3502,,,,,,,,,,,,
3503,,,,,,,,,,,,
3504,,,,,,,,,,,,
3505,,,,,,,,,,,,
3506,,,,,,,,,,,,
3531,,,,,,,,,,,,
3532,,,,,,,,,,,,
3533,,,,,,,,,,,,
3534,,,,,,,,,,,,
3535,,,,,,,,,,,,
3536,,,,,,,,,,,,
3537,,,,,,,,,,,,
3538,,,,,,,,,,,,
3601,,,,,,,,,,,,
3602,,,,,,,,,,,,
3603,,,,,,,,,,,,
3604,,,,,,,,,,,,
3606,,,,,,,,,,,,
3631,,,,,,,,,,,,
3632,,,,,,,,,,,,
3633,,,,,,,,,,,,
3635,,,,,,,,,,,,
3636,,,,,,,,,,,,
3637,,,,,,,,,,,,
3638,,,,,,,,,,,,
3639,,,,,,,,,,,,
3640,,,,,,,,,,,,
3641,,,,,,,,,,,,
3642,,,,,,,,,,,,
3643,,,,,,,,,,,,
3644,,,,,,,,,,,,
3645,,,,,,,,,,,,
3646,,,,,,,,,,,,
3647,,,,,,,,,,,,
3648,,,,,,,,,,,,
3701,,,,,,,,,,,,
3702,,,,,,,,,,,,
3703,,,,,,,,,,,,
3704,,,,,,,,,,,,
3705,,,,,,,,,,,,
3706,,,,,,,,,,,,
3707,,,,,,,,,,,,
3708,,,,,,,,,,,,
3709,,,,,,,,,,,,
3710,,,,,,,,,,,,
3731,,,,,,,,,,,,
3732,,,,,,,,,,,,
3733,,,,,,,,,,,,
3734,,,,,,,,,,,,
3735,,,,,,,,,,,,
3736,,,,,,,,,,,,
3737,,,,,,,,,,,,
3738,,,,,,,,,,,,
3739,,,,,,,,,,,,
3740,,,,,,,,,,,,
3741,,,,,,,,,,,,
3742,,,,,,,,,,,,
3743,,,,,,,,,,,,
3801,,,,,,,,,,,,
3802,,,,,,,,,,,,
3803,,,,,,,,,,,,
3804,,,,,,,,,,,,
3805,,,,,,,,,,,,
3806,,,,,,,,,,,,
3807,,,,,,,,,,,,
3808,,,,,,,,,,,,
3809,,,,,,,,,,,,
3810,,,,,,,,,,,,
3811,,,,,,,,,,,,
3831,,,,,,,,,,,,
3832,,,,,,,,,,,,
3833,,,,,,,,,,,,
3834,,,,,,,,,,,,
3835,,,,,,,,,,,,
3836,,,,,,,,,,,,
3837,,,,,,,,,,,,
3838,,,,,,,,,,,,
3839,,,,,,,,,,,,
3840,,,,,,,,,,,,
3901,,,,,,,,,,,,
3902,,,,,,,,,,,,
